,Business Name,Category,City,Others,Phone,Ratings,State,County,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description)
66,Whole Foods Market,grocery,Sonoma,Sonoma Marketplace Shopping Center,(707) 938-8500,,CA,Sonoma County,50.0,6.0,97.0,0.0,0.0,0.0,Sonoma County
67,Whole Foods Market,grocery,Tustin,The District at Tustin Legacy,(714) 566-7650,,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
68,Whole Foods Market,grocery,Tustin,The District at Tustin Legacy,(714) 566-7650,,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
69,Whole Foods Market,grocery,Tustin,The District at Tustin Legacy,(714) 566-7650,,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
70,Whole Foods Market,grocery,Tustin,The District at Tustin Legacy,(714) 566-7650,,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
71,Whole Foods Market,grocery,Tustin,The District at Tustin Legacy,(714) 566-7650,,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
72,Whole Foods Market,grocery,Tustin,The District at Tustin Legacy,(714) 566-7650,,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
73,Whole Foods Market,grocery,Tustin,The District at Tustin Legacy,(714) 566-7650,,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
74,Whole Foods Market,grocery,Tustin,The District at Tustin Legacy,(714) 566-7650,,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
75,Whole Foods Market,grocery,Walnut Creek,Encina Grande,(925) 269-9010,,CA,Contra Costa County,50.0,6.0,13.0,0.0,0.0,0.0,Contra Costa County
76,Whole Foods Market,grocery,Walnut Creek,,(925) 274-9700,,CA,Contra Costa County,50.0,6.0,13.0,0.0,0.0,0.0,Contra Costa County
77,Whole Foods Market,grocery,West Hollywood,,(323) 848-4200,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
78,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,8.0,35.0,0.0,0.0,0.0,Douglas County
79,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,13.0,97.0,0.0,0.0,0.0,Douglas County
80,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,17.0,41.0,0.0,0.0,0.0,Douglas County
81,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,20.0,45.0,0.0,0.0,0.0,Douglas County
82,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,27.0,41.0,0.0,0.0,0.0,Douglas County
83,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,29.0,67.0,0.0,0.0,0.0,Douglas County
84,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,31.0,55.0,0.0,0.0,0.0,Douglas County
85,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,32.0,5.0,0.0,0.0,0.0,Douglas County
86,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,41.0,19.0,0.0,0.0,0.0,Douglas County
87,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,46.0,43.0,0.0,0.0,0.0,Douglas County
88,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,53.0,17.0,0.0,0.0,0.0,Douglas County
89,Whole Foods Market,grocery,Highlands Ranch,University Park Shopping Center,(303) 470-6003,,CO,Douglas County,50.0,55.0,31.0,0.0,0.0,0.0,Douglas County
90,Whole Foods Market,grocery,Washington,,(202) 332-4300,,DC,District Of Columbia County,,,,,,,
91,Whole Foods Market,grocery,Altamonte Springs,Renaissance Centre,(407) 767-2100,,FL,Seminole County,50.0,12.0,117.0,0.0,0.0,0.0,Seminole County
92,Whole Foods Market,grocery,Altamonte Springs,Renaissance Centre,(407) 767-2100,,FL,Seminole County,50.0,13.0,253.0,0.0,0.0,0.0,Seminole County
93,Whole Foods Market,grocery,Altamonte Springs,Renaissance Centre,(407) 767-2100,,FL,Seminole County,50.0,40.0,133.0,0.0,0.0,0.0,Seminole County
94,Whole Foods Market,grocery,Aventura,Aventura Commons,(305) 682-4400,,FL,Miami-Dade County,50.0,12.0,86.0,0.0,0.0,0.0,Miami-Dade County
95,Whole Foods Market,grocery,Clearwater,Westfield Countryside,(727) 724-7100,,FL,Pinellas County,50.0,12.0,103.0,0.0,0.0,0.0,Pinellas County
96,Whole Foods Market,grocery,Coral Gables,,(305) 421-9421,,FL,Miami-Dade County,50.0,12.0,86.0,0.0,0.0,0.0,Miami-Dade County
97,Whole Foods Market,grocery,Orlando,Phillips Crossing,(407) 355-7100,,FL,Brevard County,50.0,12.0,9.0,0.0,0.0,0.0,Brevard County
98,Whole Foods Market,grocery,Atlanta,,(404) 634-7800,,GA,Dekalb County,,,,,,,
99,Whole Foods Market,grocery,Duluth,Riverwalk Marketplace,(678) 514-2400,,GA,Gwinnett County,50.0,13.0,135.0,0.0,0.0,0.0,Gwinnett County
100,Whole Foods Market,grocery,Boise,,(208) 287-4600,,ID,Ada County,50.0,16.0,1.0,0.0,0.0,0.0,Ada County
101,Whole Foods Market,grocery,Chicago,,(312) 932-9600,,IL,Cook County,50.0,13.0,75.0,0.0,0.0,0.0,Cook County
102,Whole Foods Market,grocery,Chicago,,(312) 932-9600,,IL,Cook County,50.0,17.0,31.0,0.0,0.0,0.0,Cook County
103,Whole Foods Market,grocery,Chicago,,(312) 932-9600,,IL,Cook County,50.0,27.0,31.0,0.0,0.0,0.0,Cook County
104,Whole Foods Market,grocery,Chicago,,(773) 244-4200,,IL,Cook County,50.0,13.0,75.0,0.0,0.0,0.0,Cook County
105,Whole Foods Market,grocery,Chicago,,(773) 244-4200,,IL,Cook County,50.0,17.0,31.0,0.0,0.0,0.0,Cook County
106,Whole Foods Market,grocery,Chicago,,(773) 244-4200,,IL,Cook County,50.0,27.0,31.0,0.0,0.0,0.0,Cook County
107,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,1.0,73.0,0.0,0.0,0.0,Jefferson County
108,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,5.0,69.0,0.0,0.0,0.0,Jefferson County
109,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,8.0,59.0,0.0,0.0,0.0,Jefferson County
110,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,12.0,65.0,0.0,0.0,0.0,Jefferson County
111,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,13.0,163.0,0.0,0.0,0.0,Jefferson County
112,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,16.0,51.0,0.0,0.0,0.0,Jefferson County
113,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,17.0,81.0,0.0,0.0,0.0,Jefferson County
114,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,18.0,77.0,0.0,0.0,0.0,Jefferson County
115,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,19.0,101.0,0.0,0.0,0.0,Jefferson County
116,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,20.0,87.0,0.0,0.0,0.0,Jefferson County
117,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,21.0,111.0,0.0,0.0,0.0,Jefferson County
118,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,28.0,63.0,0.0,0.0,0.0,Jefferson County
119,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,29.0,99.0,0.0,0.0,0.0,Jefferson County
120,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,30.0,43.0,0.0,0.0,0.0,Jefferson County
121,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,31.0,95.0,0.0,0.0,0.0,Jefferson County
122,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,36.0,45.0,0.0,0.0,0.0,Jefferson County
123,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,39.0,81.0,0.0,0.0,0.0,Jefferson County
124,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,40.0,67.0,0.0,0.0,0.0,Jefferson County
125,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,41.0,31.0,0.0,0.0,0.0,Jefferson County
126,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,42.0,65.0,0.0,0.0,0.0,Jefferson County
127,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,47.0,89.0,0.0,0.0,0.0,Jefferson County
128,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,48.0,245.0,0.0,0.0,0.0,Jefferson County
129,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,53.0,31.0,0.0,0.0,0.0,Jefferson County
130,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,54.0,37.0,0.0,0.0,0.0,Jefferson County
131,Whole Foods Market,grocery,Metairie,,(504) 888-8225,,LA,Jefferson County,50.0,55.0,55.0,0.0,0.0,0.0,Jefferson County
132,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,1.0,73.0,0.0,0.0,0.0,Jefferson County
133,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,5.0,69.0,0.0,0.0,0.0,Jefferson County
134,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,8.0,59.0,0.0,0.0,0.0,Jefferson County
135,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,12.0,65.0,0.0,0.0,0.0,Jefferson County
136,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,13.0,163.0,0.0,0.0,0.0,Jefferson County
137,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,16.0,51.0,0.0,0.0,0.0,Jefferson County
138,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,17.0,81.0,0.0,0.0,0.0,Jefferson County
139,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,18.0,77.0,0.0,0.0,0.0,Jefferson County
140,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,19.0,101.0,0.0,0.0,0.0,Jefferson County
141,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,20.0,87.0,0.0,0.0,0.0,Jefferson County
142,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,21.0,111.0,0.0,0.0,0.0,Jefferson County
143,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,28.0,63.0,0.0,0.0,0.0,Jefferson County
144,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,29.0,99.0,0.0,0.0,0.0,Jefferson County
145,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,30.0,43.0,0.0,0.0,0.0,Jefferson County
146,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,31.0,95.0,0.0,0.0,0.0,Jefferson County
147,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,36.0,45.0,0.0,0.0,0.0,Jefferson County
148,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,39.0,81.0,0.0,0.0,0.0,Jefferson County
149,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,40.0,67.0,0.0,0.0,0.0,Jefferson County
150,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,41.0,31.0,0.0,0.0,0.0,Jefferson County
151,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,42.0,65.0,0.0,0.0,0.0,Jefferson County
152,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,47.0,89.0,0.0,0.0,0.0,Jefferson County
153,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,48.0,245.0,0.0,0.0,0.0,Jefferson County
154,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,53.0,31.0,0.0,0.0,0.0,Jefferson County
155,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,54.0,37.0,0.0,0.0,0.0,Jefferson County
156,Whole Foods Market,grocery,New Orleans,,(504) 434-3364,,LA,Jefferson County,50.0,55.0,55.0,0.0,0.0,0.0,Jefferson County
157,Whole Foods Market,grocery,Hadley,Mountain Farms,(413) 586-9932,,MA,Hampshire County,50.0,25.0,15.0,0.0,0.0,0.0,Hampshire County
158,Whole Foods Market,grocery,Hadley,Mountain Farms,(413) 586-9932,,MA,Hampshire County,50.0,54.0,27.0,0.0,0.0,0.0,Hampshire County
159,Whole Foods Market,grocery,Melrose,,(781) 606-3400,,MA,Middlesex County,50.0,9.0,7.0,0.0,0.0,0.0,Middlesex County
160,Whole Foods Market,grocery,Melrose,,(781) 606-3400,,MA,Middlesex County,50.0,25.0,17.0,0.0,0.0,0.0,Middlesex County
161,Whole Foods Market,grocery,Melrose,,(781) 606-3400,,MA,Middlesex County,50.0,34.0,23.0,0.0,0.0,0.0,Middlesex County
162,Whole Foods Market,grocery,Melrose,,(781) 606-3400,,MA,Middlesex County,50.0,51.0,119.0,0.0,0.0,0.0,Middlesex County
163,Whole Foods Market,grocery,Riverdale Park,,(240) 487-7575,,MD,Prince George's County,50.0,24.0,33.0,0.0,0.0,0.0,Prince George's County
164,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,1.0,101.0,0.0,0.0,0.0,Montgomery County
165,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,5.0,97.0,0.0,0.0,0.0,Montgomery County
166,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,13.0,209.0,0.0,0.0,0.0,Montgomery County
167,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,17.0,135.0,0.0,0.0,0.0,Montgomery County
168,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,18.0,107.0,0.0,0.0,0.0,Montgomery County
169,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,19.0,137.0,0.0,0.0,0.0,Montgomery County
170,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,20.0,125.0,0.0,0.0,0.0,Montgomery County
171,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,21.0,173.0,0.0,0.0,0.0,Montgomery County
172,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,24.0,31.0,0.0,0.0,0.0,Montgomery County
173,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,28.0,97.0,0.0,0.0,0.0,Montgomery County
174,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,29.0,139.0,0.0,0.0,0.0,Montgomery County
175,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,36.0,57.0,0.0,0.0,0.0,Montgomery County
176,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,37.0,123.0,0.0,0.0,0.0,Montgomery County
177,Whole Foods Market,grocery,Silver Spring,Downtown Silver Spring,(301) 608-9373,,MD,Montgomery County,50.0,39.0,113.0,0.0,0.0,0.0,Montgomery County
