,Business Name,Category,City,Others,Phone,Ratings,State,County,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description)
89,Trader Joe's,grocery,Santa Ana,Bristol Plaza,(714) 424-9304,,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
90,Trader Joe's,grocery,Santa Ana,Bristol Plaza,(714) 424-9304,,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
91,Trader Joe's,grocery,Santa Clarita,,(661) 263-3796,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
92,Trader Joe's,grocery,Santa Monica,,(310) 581-0253,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
93,Trader Joe's,grocery,Temecula,,(951) 296-9964,,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
94,Trader Joe's,grocery,Toluca Lake,,(818) 762-2787,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
95,Trader Joe's,grocery,Westchester,,(310) 338-9238,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
96,Trader Joe's,grocery,Woodland Hills,,(818) 712-9475,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
97,Trader Joe's,grocery,Yorba Linda,Country Club Village,(714) 970-0116,,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
98,Trader Joe's,grocery,Yorba Linda,Country Club Village,(714) 970-0116,,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
99,Trader Joe's,grocery,Yorba Linda,Country Club Village,(714) 970-0116,,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
100,Trader Joe's,grocery,Yorba Linda,Country Club Village,(714) 970-0116,,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
101,Trader Joe's,grocery,Yorba Linda,Country Club Village,(714) 970-0116,,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
102,Trader Joe's,grocery,Yorba Linda,Country Club Village,(714) 970-0116,,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
103,Trader Joe's,grocery,Yorba Linda,Country Club Village,(714) 970-0116,,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
104,Trader Joe's,grocery,Yorba Linda,Country Club Village,(714) 970-0116,,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
105,Trader Joe's,grocery,Boulder,Twenty Ninth Street,(303) 443-0160,,CO,Boulder County,50.0,8.0,13.0,0.0,0.0,0.0,Boulder County
106,Trader Joe's,grocery,Atlanta,Midtown Promenade,(404) 815-9210,,GA,Dekalb County,,,,,,,
107,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,5.0,71.0,0.0,0.0,0.0,Johnson County
108,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,13.0,167.0,0.0,0.0,0.0,Johnson County
109,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,17.0,87.0,0.0,0.0,0.0,Johnson County
110,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,18.0,81.0,0.0,0.0,0.0,Johnson County
111,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,19.0,103.0,0.0,0.0,0.0,Johnson County
112,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,20.0,91.0,0.0,0.0,0.0,Johnson County
113,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,21.0,115.0,0.0,0.0,0.0,Johnson County
114,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,29.0,101.0,0.0,0.0,0.0,Johnson County
115,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,31.0,97.0,0.0,0.0,0.0,Johnson County
116,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,47.0,91.0,0.0,0.0,0.0,Johnson County
117,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,48.0,251.0,0.0,0.0,0.0,Johnson County
118,Trader Joe's,grocery,Coralville,,(319) 351-7223,,IA,Johnson County,50.0,56.0,19.0,0.0,0.0,0.0,Johnson County
119,Trader Joe's,grocery,Boise,,(208) 336-7282,,ID,Ada County,50.0,16.0,1.0,0.0,0.0,0.0,Ada County
120,Trader Joe's,grocery,Baton Rouge,,(225) 382-0588,,LA,East Baton Rouge County,,,,,,,
121,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,1.0,73.0,0.0,0.0,0.0,Jefferson County
122,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,5.0,69.0,0.0,0.0,0.0,Jefferson County
123,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,8.0,59.0,0.0,0.0,0.0,Jefferson County
124,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,12.0,65.0,0.0,0.0,0.0,Jefferson County
125,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,13.0,163.0,0.0,0.0,0.0,Jefferson County
126,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,16.0,51.0,0.0,0.0,0.0,Jefferson County
127,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,17.0,81.0,0.0,0.0,0.0,Jefferson County
128,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,18.0,77.0,0.0,0.0,0.0,Jefferson County
129,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,19.0,101.0,0.0,0.0,0.0,Jefferson County
130,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,20.0,87.0,0.0,0.0,0.0,Jefferson County
131,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,21.0,111.0,0.0,0.0,0.0,Jefferson County
132,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,28.0,63.0,0.0,0.0,0.0,Jefferson County
133,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,29.0,99.0,0.0,0.0,0.0,Jefferson County
134,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,30.0,43.0,0.0,0.0,0.0,Jefferson County
135,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,31.0,95.0,0.0,0.0,0.0,Jefferson County
136,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,36.0,45.0,0.0,0.0,0.0,Jefferson County
137,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,39.0,81.0,0.0,0.0,0.0,Jefferson County
138,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,40.0,67.0,0.0,0.0,0.0,Jefferson County
139,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,41.0,31.0,0.0,0.0,0.0,Jefferson County
140,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,42.0,65.0,0.0,0.0,0.0,Jefferson County
141,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,47.0,89.0,0.0,0.0,0.0,Jefferson County
142,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,48.0,245.0,0.0,0.0,0.0,Jefferson County
143,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,53.0,31.0,0.0,0.0,0.0,Jefferson County
144,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,54.0,37.0,0.0,0.0,0.0,Jefferson County
145,Trader Joe's,grocery,Metairie,,(504) 831-0253,,LA,Jefferson County,50.0,55.0,55.0,0.0,0.0,0.0,Jefferson County
146,Trader Joe's,grocery,Cambridge,Memorial Plaza,(617) 491-8582,,MA,Middlesex County,50.0,9.0,7.0,0.0,0.0,0.0,Middlesex County
147,Trader Joe's,grocery,Cambridge,Memorial Plaza,(617) 491-8582,,MA,Middlesex County,50.0,25.0,17.0,0.0,0.0,0.0,Middlesex County
148,Trader Joe's,grocery,Cambridge,Memorial Plaza,(617) 491-8582,,MA,Middlesex County,50.0,34.0,23.0,0.0,0.0,0.0,Middlesex County
149,Trader Joe's,grocery,Cambridge,Memorial Plaza,(617) 491-8582,,MA,Middlesex County,50.0,51.0,119.0,0.0,0.0,0.0,Middlesex County
150,Trader Joe's,grocery,Somerville,Assembly Square,(617) 591-0124,,MA,Middlesex County,50.0,9.0,7.0,0.0,0.0,0.0,Middlesex County
151,Trader Joe's,grocery,Somerville,Assembly Square,(617) 591-0124,,MA,Middlesex County,50.0,25.0,17.0,0.0,0.0,0.0,Middlesex County
152,Trader Joe's,grocery,Somerville,Assembly Square,(617) 591-0124,,MA,Middlesex County,50.0,34.0,23.0,0.0,0.0,0.0,Middlesex County
153,Trader Joe's,grocery,Somerville,Assembly Square,(617) 591-0124,,MA,Middlesex County,50.0,51.0,119.0,0.0,0.0,0.0,Middlesex County
154,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,1.0,101.0,0.0,0.0,0.0,Montgomery County
155,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,5.0,97.0,0.0,0.0,0.0,Montgomery County
156,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,13.0,209.0,0.0,0.0,0.0,Montgomery County
157,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,17.0,135.0,0.0,0.0,0.0,Montgomery County
158,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,18.0,107.0,0.0,0.0,0.0,Montgomery County
159,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,19.0,137.0,0.0,0.0,0.0,Montgomery County
160,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,20.0,125.0,0.0,0.0,0.0,Montgomery County
161,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,21.0,173.0,0.0,0.0,0.0,Montgomery County
162,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,24.0,31.0,0.0,0.0,0.0,Montgomery County
163,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,28.0,97.0,0.0,0.0,0.0,Montgomery County
164,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,29.0,139.0,0.0,0.0,0.0,Montgomery County
165,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,36.0,57.0,0.0,0.0,0.0,Montgomery County
166,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,37.0,123.0,0.0,0.0,0.0,Montgomery County
167,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,39.0,113.0,0.0,0.0,0.0,Montgomery County
168,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,42.0,91.0,0.0,0.0,0.0,Montgomery County
169,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,47.0,125.0,0.0,0.0,0.0,Montgomery County
170,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,48.0,339.0,0.0,0.0,0.0,Montgomery County
171,Trader Joe's,grocery,Rockville,Federal Plaza,(301) 468-6656,,MD,Montgomery County,50.0,51.0,121.0,0.0,0.0,0.0,Montgomery County
172,Trader Joe's,grocery,Ann Arbor,,(734) 975-2455,,MI,Washtenaw County,50.0,26.0,161.0,0.0,0.0,0.0,Washtenaw County
173,Trader Joe's,grocery,Northville,Northville Park Place,(248) 349-4909,,MI,Wayne County,50.0,13.0,305.0,0.0,0.0,0.0,Wayne County
174,Trader Joe's,grocery,Northville,Northville Park Place,(248) 349-4909,,MI,Wayne County,50.0,17.0,191.0,0.0,0.0,0.0,Wayne County
175,Trader Joe's,grocery,Northville,Northville Park Place,(248) 349-4909,,MI,Wayne County,50.0,18.0,177.0,0.0,0.0,0.0,Wayne County
176,Trader Joe's,grocery,Northville,Northville Park Place,(248) 349-4909,,MI,Wayne County,50.0,19.0,185.0,0.0,0.0,0.0,Wayne County
177,Trader Joe's,grocery,Northville,Northville Park Place,(248) 349-4909,,MI,Wayne County,50.0,21.0,231.0,0.0,0.0,0.0,Wayne County
178,Trader Joe's,grocery,Northville,Northville Park Place,(248) 349-4909,,MI,Wayne County,50.0,26.0,163.0,0.0,0.0,0.0,Wayne County
179,Trader Joe's,grocery,Northville,Northville Park Place,(248) 349-4909,,MI,Wayne County,50.0,28.0,153.0,0.0,0.0,0.0,Wayne County
180,Trader Joe's,grocery,Northville,Northville Park Place,(248) 349-4909,,MI,Wayne County,50.0,29.0,223.0,0.0,0.0,0.0,Wayne County
181,Trader Joe's,grocery,Northville,Northville Park Place,(248) 349-4909,,MI,Wayne County,50.0,31.0,179.0,0.0,0.0,0.0,Wayne County
